"","Tumor_1","Tumor_2","Tumor_3","Tumor_4","Tumor_5","Normal_1","Normal_2","Normal_3","Normal_4","Normal_5"
"ENSG00000015285.11",253,292,243,358,896,381,118,384,391,743
"ENSG00000015413.9",26,36,294,79,22,10,2,4,27,26
"ENSG00000015475.19",1261,2054,2076,1786,2486,861,590,926,1350,1594
"ENSG00000015479.20",171,354,140,19,79,137,62,93,55,36
"ENSG00000015520.15",408,125,168,274,0,67,159,42,35,80
"ENSG00000015532.10",6485,4622,1437,2753,1595,1721,894,2364,2058,3300
"ENSG00000015568.13",2,5,1,0,1,0,1,1,2,1
"ENSG00000015592.16",85,0,22,212,3,8,3,6,4,40
"ENSG00000015676.18",7672,5692,7743,6742,7786,5365,4446,5231,7432,7006
"ENSG00000016082.15",6,4,0,3,0,0,8,4,0,23
"ENSG00000016391.11",1625,5074,5423,2616,2165,2659,70,5048,3333,3916
"ENSG00000016402.13",1161,3579,9,122,33,2616,162,3329,3810,3128
"ENSG00000016490.16",0,0,0,0,0,0,0,0,0,0
"ENSG00000016602.9",2,5,2,0,1,377,1,290,310,120
"ENSG00000016864.18",3089,4507,6963,3627,2725,2187,1321,2691,3753,3423
"ENSG00000017260.20",8909,13852,13680,1980,19926,6285,3409,6219,7167,4158
"ENSG00000017427.17",317,20,36,27,78,397,1844,50,201,313
"ENSG00000017483.15",1065,179,24,148,443,73,27,78,197,236
"ENSG00000017797.13",2760,4399,12087,2749,32588,5159,2746,4793,5334,4149
"ENSG00000018189.13",1717,4370,2746,828,2827,2180,1206,1980,2116,1698
"ENSG00000018236.15",3176,388,138,190,78,840,205,1050,1726,902
"ENSG00000018280.17",504,355,324,523,2251,239,391,86,226,301
"ENSG00000018408.15",6637,4789,2666,1021,13863,4539,3279,4146,8537,3791
"ENSG00000018510.17",2361,504,7090,324,6642,2678,2020,1610,4020,1298
"ENSG00000018607.7",2,1,11,2,1,0,1,7,1,0
"ENSG00000018610.15",1897,2506,2628,2037,1842,1247,824,1112,1328,2272
"ENSG00000018625.15",17,64,1396,114,20,4464,25001,7535,359,1028
"ENSG00000018699.13",1534,2609,2414,1191,1683,1341,729,1366,1675,1450
"ENSG00000018869.17",87,245,244,28,11,162,70,176,131,144
"ENSG00000019102.12",99,21,11,24,10,487,23,1350,769,1467
"ENSG00000019144.19",3703,3572,2077,1534,2956,7453,8372,3455,5724,4674
"ENSG00000019169.10",65,6,2,26,5241,776,185,192,2123,906
"ENSG00000019186.10",58,1,0,1,23,39,1,37,28,15
"ENSG00000019485.13",463,501,904,511,1783,1383,452,1083,1292,950
"ENSG00000019505.8",4637,3686,39503,651,0,123,6,72,74,48
"ENSG00000019549.13",1487,520,476,820,535,734,889,1990,2903,1174
"ENSG00000019582.15",41570,147776,51314,55429,91927,55671,28378,67810,76256,92882
"ENSG00000019991.18",724,277,471,163,69,346,303,196,656,304
"ENSG00000019995.6",1054,2374,2282,233,1910,1332,917,1099,1214,434
"ENSG00000020129.16",1328,2854,4470,1964,1965,1879,491,2394,2156,2629
"ENSG00000020181.18",2807,785,880,571,1458,2600,2565,954,10181,2545
"ENSG00000020219.9",0,2,0,0,0,0,0,1,0,0
"ENSG00000020256.20",2166,2164,2362,1105,1971,689,414,1105,784,864
"ENSG00000020426.11",964,1153,864,1189,742,598,523,560,689,742
"ENSG00000020577.14",1108,1307,403,250,1203,2008,916,745,3093,1344
"ENSG00000020633.19",185,728,367,194,2847,1049,86,1761,1138,1310
"ENSG00000020922.13",2699,3038,2842,1789,1429,1908,807,1880,1647,1257
"ENSG00000021300.14",276,2825,1253,2374,1977,896,41,1349,2648,2700
"ENSG00000021355.13",5949,3954,8684,3153,4259,2724,2269,3019,4816,5170
"ENSG00000021461.17",1,7,30,1,4,4,2,5,5,1
"ENSG00000021488.13",1,37,46,3,32,25,8,16,6,26
"ENSG00000021574.13",1755,3301,1785,990,2001,1149,692,1211,1484,846
"ENSG00000021645.20",807,57,960,148,11,48,42,368,132,331
"ENSG00000021762.20",2978,5454,856,3119,1843,2068,1312,1968,2242,3135
"ENSG00000021776.11",18481,4972,4849,1174,3670,3491,1449,3730,4063,2121
"ENSG00000021826.17",238,79,78,43,122,354,547,377,461,412
"ENSG00000021852.13",1,0,2,0,1,10,0,2,5,5
"ENSG00000022267.19",1784,389,939,1049,1464,34368,17768,4071,18140,13594
"ENSG00000022277.13",3627,5455,4720,10832,3783,2961,3326,3143,5418,5101
"ENSG00000022355.18",2,1,704,0,4,0,1,0,0,0
"ENSG00000022556.16",1024,13,816,26,359,384,5,1937,1360,949
"ENSG00000022567.10",612,1939,1475,1412,2430,1159,632,1292,1275,1058
"ENSG00000022840.16",16028,13757,15155,9447,7472,6665,5799,8261,9495,10730
"ENSG00000022976.15",332,636,455,189,537,496,277,549,378,432
"ENSG00000023041.11",1954,5483,4011,1921,4369,1843,817,2023,2137,1742
"ENSG00000023171.18",756,92,673,77,356,158,51,355,146,248
"ENSG00000023191.17",8452,7785,3763,23421,5136,7854,5579,6928,11738,18264
"ENSG00000023228.14",8709,14273,9545,2371,8246,4325,5729,4147,4731,3295
"ENSG00000023287.13",7149,6127,16974,1553,10510,4960,3051,3980,3885,1962
"ENSG00000023318.8",3691,4118,2843,1880,4738,3197,2379,3117,4543,3514
"ENSG00000023330.15",3683,5658,4006,2638,5044,2159,1288,2276,2751,3120
"ENSG00000023445.16",616,858,326,149,2821,1041,313,1481,1802,568
"ENSG00000023516.9",10213,7059,5800,1086,3503,4377,2910,3612,3333,1496
"ENSG00000023572.10",1476,3145,3084,1760,1097,639,665,810,826,818
"ENSG00000023608.5",383,539,351,348,421,287,180,250,221,408
"ENSG00000023697.13",1371,1295,1370,804,3861,1146,917,1183,1787,1631
"ENSG00000023734.11",12857,7493,15899,6233,17137,4829,4663,4561,7327,6516
"ENSG00000023839.12",1006,80,73,19,263,88,43,57,31,28
"ENSG00000023892.11",391,1026,1165,1898,1626,593,83,1044,787,1812
"ENSG00000023902.14",1455,3355,1283,3077,6515,1782,704,1095,2185,4135
"ENSG00000023909.10",2475,836,3358,651,1110,1542,575,1189,2208,1479
"ENSG00000024048.11",7216,4239,9051,1414,5216,4248,2433,3778,3081,2158
"ENSG00000024422.12",5176,8575,4616,7151,5190,13070,21238,6062,15094,13967
"ENSG00000024526.17",234,595,902,510,2068,36,3,40,47,16
"ENSG00000024862.18",689,1522,1449,867,863,907,1153,1658,1187,1847
"ENSG00000025039.15",1806,923,716,319,2847,1499,2979,1275,1619,788
"ENSG00000025156.13",1090,1505,779,500,1477,880,517,816,969,744
"ENSG00000025293.17",6607,8187,5645,11407,4746,3486,1725,3846,3928,2236
"ENSG00000025423.11",287,229,590,510,239,16,6,43,50,43
"ENSG00000025434.19",542,1417,594,1808,2234,2468,4162,1256,1721,2762
"ENSG00000025708.14",4683,3640,1155,14292,6373,1391,355,1172,1852,2750
"ENSG00000025770.19",1891,1787,1756,13193,4083,1865,1527,1858,2209,3778
"ENSG00000025772.8",12271,3831,2578,3074,3872,1533,402,1800,2261,2528
"ENSG00000025796.14",17532,13621,8129,4172,8403,6081,4066,6319,8197,4947
"ENSG00000025800.14",5949,5845,13142,2859,7693,4454,2151,4100,5420,3230
"ENSG00000026025.16",48950,11581,12426,39144,57338,48742,111884,21689,75345,66518
"ENSG00000026036.22",26,201,34,136,56,63,18,30,12,39
"ENSG00000026103.22",1127,344,233,150,705,976,302,898,1161,962
"ENSG00000026297.16",1152,1511,674,3854,661,968,252,1144,881,1806
"ENSG00000026508.20",30636,25700,59892,3739,27854,16376,3658,19304,22234,17132
"ENSG00000026559.14",193,63,3,14,5694,17,5,79,49,209
"ENSG00000026652.15",701,283,184,444,1603,791,263,442,1046,518
"ENSG00000026751.17",319,422,223,78,1241,486,42,665,486,466
"ENSG00000026950.17",1512,1753,581,395,2192,1937,796,1952,1879,1569
"ENSG00000027001.10",1972,2056,1541,1889,725,853,471,1175,1471,1573
"ENSG00000027075.15",1512,2748,2010,721,1324,1803,1085,1751,2896,1602
"ENSG00000027644.5",55,12,1,14,7,16,41,13,12,34
"ENSG00000027697.15",7115,6475,2867,1373,5997,6857,7735,5337,8328,7523
"ENSG00000027847.14",1105,1691,1064,2192,937,953,826,1059,1245,2400
"ENSG00000027869.12",24,130,13,76,455,95,11,79,36,106
"ENSG00000028116.18",1216,1852,1001,142,1995,765,520,657,872,437
"ENSG00000028137.19",1132,769,987,1283,3580,3779,2912,1562,4306,3361
"ENSG00000028203.18",8420,9899,6061,2408,3149,2908,2027,2734,3284,2363
"ENSG00000028277.21",299,190,183,191,442,381,61,312,312,526
"ENSG00000028310.18",1510,2382,1323,2955,2504,1928,1201,1677,1960,2429
"ENSG00000028528.15",8159,8880,6935,4529,2431,8840,7083,8924,10284,8738
"ENSG00000028839.10",568,583,295,406,2112,449,385,495,480,658
"ENSG00000029153.14",514,251,134,108,6106,320,586,160,369,185
"ENSG00000029363.17",12414,15652,9452,4295,9346,8720,3898,7766,9737,4867
"ENSG00000029364.12",11064,11836,16604,4608,6725,5030,2204,5707,6067,3959
"ENSG00000029534.21",45,16,33178,7,165,62,71,28,61,49
"ENSG00000029559.7",38,382,260,29,1100,0,0,0,0,1
"ENSG00000029639.11",847,539,363,536,861,403,237,468,473,589
"ENSG00000029725.17",5085,15117,8685,3070,2981,5974,2019,9448,6838,2725
"ENSG00000029993.15",17705,4606,3119,4535,15478,686,463,542,1264,1027
"ENSG00000030066.13",3165,4928,3397,1955,10030,3110,1693,2713,3151,1725
"ENSG00000030110.13",1144,1337,1033,1374,3744,561,184,471,634,952
"ENSG00000030304.14",1,3,6,0,13,3,4,7,18,1
"ENSG00000030419.16",453,2469,91,46,641,755,184,785,460,250
"ENSG00000030582.18",14700,16396,14931,29835,29397,10699,6084,14604,16268,22588
"ENSG00000031003.10",1706,2140,2999,718,1005,2577,875,2748,2884,1755
"ENSG00000031081.11",2047,1646,1797,540,3215,3549,3254,1657,3443,1236
"ENSG00000031691.7",450,411,1168,532,827,195,181,255,208,222
"ENSG00000031698.13",9306,6980,13782,7857,9257,5903,5626,6713,9787,11923
"ENSG00000031823.14",3431,4315,3369,6172,4285,2765,1675,2960,3867,4709
"ENSG00000032219.19",2017,2663,1517,473,988,1947,1451,1524,1395,831
"ENSG00000032389.13",1511,2041,1444,2751,1596,669,313,822,1029,1386
"ENSG00000032444.17",981,3606,3295,6696,4855,2243,1353,2176,2858,4380
"ENSG00000032742.18",1377,1754,1445,698,405,836,377,937,840,949
"ENSG00000033011.13",1586,1447,937,3583,1008,708,245,580,817,1108
"ENSG00000033030.15",1282,2674,2847,667,2375,1843,818,1580,1428,1247
"ENSG00000033050.9",1133,1035,1322,1392,1020,785,339,702,1231,1353
"ENSG00000033100.16",3452,5207,1707,5039,2594,2089,678,2058,3386,3751
"ENSG00000033122.21",29,32,58,13,75,31,13,24,44,16
"ENSG00000033170.17",7515,12455,5722,6146,1722,1353,1122,1986,2254,1847
"ENSG00000033178.13",2998,5480,3196,837,7763,2315,925,2097,2512,1392
"ENSG00000033327.13",1723,4294,2077,3162,2002,2140,5401,1925,2849,1573
"ENSG00000033627.17",4254,4415,9988,6660,3485,3508,2373,4075,4428,4762
"ENSG00000033800.14",2351,3949,4072,724,2074,1990,997,2309,1873,1022
"ENSG00000033867.16",2445,5969,3244,445,4410,6573,386,2963,4525,1470
"ENSG00000034053.14",333,661,34,374,1114,215,34,165,153,225
"ENSG00000034152.19",1871,2710,1223,2303,4724,3664,910,1931,7552,6305
"ENSG00000034239.11",42,8,6,6,6,211,4,352,265,261
"ENSG00000034510.6",52714,189899,10533,101482,77209,20622,18965,16609,38889,67022
"ENSG00000034533.12",418,798,975,205,666,440,231,523,363,532
"ENSG00000034677.13",2970,7682,6426,1168,11358,5973,1767,2578,4831,2285
"ENSG00000034693.15",1211,1110,827,355,537,745,369,768,1097,820
"ENSG00000034713.8",6677,3387,10843,6487,2824,3074,2750,3959,5332,6458
"ENSG00000034971.17",4,0,0,0,1,152,2917,25,278,284
"ENSG00000035115.22",2215,12350,4350,1031,3085,1908,470,4044,3905,3369
"ENSG00000035141.8",1594,3941,1264,3037,8025,1122,781,1417,1448,1622
"ENSG00000035403.18",17906,20723,6312,3049,20282,15004,6648,9834,18589,8792
"ENSG00000035499.13",65,413,405,370,1103,66,7,24,32,16
"ENSG00000035664.11",489,1776,1225,656,745,1132,2472,781,1148,1513
"ENSG00000035681.9",2407,2980,2458,1510,3277,2104,1507,1566,2048,1417
"ENSG00000035687.10",5628,11011,5000,2439,5907,2449,985,2573,3569,2213
"ENSG00000035720.8",20,30,21,5,39,12,7,21,23,21
"ENSG00000035862.12",39753,15323,10781,17386,30764,17611,14544,8991,57891,21828
"ENSG00000035928.16",4237,5566,8457,2311,12084,3450,3021,3818,3900,2367
"ENSG00000036054.13",3238,3817,4379,1206,4076,1931,1836,1672,2164,1353
"ENSG00000036257.13",5778,8267,6545,973,4871,3521,2101,4030,4448,2159
"ENSG00000036448.10",77,47,35,59,49,229,133,132,329,165
"ENSG00000036473.8",0,0,1,0,0,3,28,0,3,23
"ENSG00000036530.9",78,73,41,38,15,64,31,65,57,95
"ENSG00000036549.13",3009,3539,5166,1012,10450,2699,1314,3731,2776,1990
"ENSG00000036565.15",0,2,2,2,9,0,48,2,0,3
"ENSG00000036672.16",83,360,111,73,336,462,51,322,1195,800
"ENSG00000036828.17",0,0,0,0,1,0,2,0,0,0
"ENSG00000037042.9",768,833,1848,2569,639,959,618,1228,1246,2506
"ENSG00000037241.7",1171,1370,1033,1560,930,465,439,564,725,993
"ENSG00000037280.16",836,660,732,466,1472,1185,1288,491,2312,1283
"ENSG00000037474.15",6377,4345,5156,3515,7647,3219,1355,2497,4192,2695
"ENSG00000037637.11",1749,1954,1868,1122,2390,1804,1079,1922,2134,1750
"ENSG00000037749.12",2643,2815,2102,180,1083,1370,533,893,1064,206
"ENSG00000037757.14",337,1056,569,402,812,486,352,662,516,783
"ENSG00000037897.17",962,918,1364,1478,1126,702,174,488,975,1047
"ENSG00000037965.6",371,314,94,168,242,306,347,106,302,201
"ENSG00000038002.9",2525,2844,1386,1326,1232,959,469,1216,1708,1661
"ENSG00000038210.14",3081,3597,745,1049,2945,1411,596,1238,1456,864
"ENSG00000038219.13",4413,7259,7472,1673,5839,4962,2495,4172,4263,1686
"ENSG00000038274.17",4830,3691,5501,1998,3292,3336,2809,4618,4549,3688
"ENSG00000038295.8",268,91,56,25,141,433,143,129,474,136
"ENSG00000038358.15",2504,2566,1973,1456,2285,1853,935,1935,2295,1685
"ENSG00000038382.20",7734,12083,4828,1605,18814,6834,5668,4680,7418,3069
"ENSG00000038427.16",74158,14497,10640,6176,11198,2829,1413,717,10004,1099
"ENSG00000038532.16",3938,4637,1551,1607,2992,2090,959,1994,2553,1950
"ENSG00000038945.15",4531,3957,1989,1526,3858,1199,268,851,845,666
"ENSG00000039068.19",60497,2658,67488,26678,25161,14168,42,26698,26595,18917
"ENSG00000039123.16",5545,7206,5016,1372,3378,3414,3050,3114,3938,2137
"ENSG00000039139.9",259,1303,1030,19,835,1705,4,1085,1323,414
"ENSG00000039319.17",5203,4745,4128,681,2300,2275,959,1908,1873,616
"ENSG00000039523.20",2234,2030,1461,5713,2260,2308,1969,2167,3385,3580
"ENSG00000039537.14",3,9,17,61,126,258,9510,8,134,78
"ENSG00000039560.14",7267,4578,2715,1970,4471,2341,383,1769,5685,1759
"ENSG00000039600.11",19,4,2,28,134,13,25,10,14,16
"ENSG00000039650.12",608,3040,1128,2350,1008,1119,788,1044,1304,2492
"ENSG00000039987.7",0,1,6,1,5,0,3,0,5,0
"ENSG00000040199.18",2143,1967,1915,527,905,753,506,792,962,500
"ENSG00000040275.17",927,1051,1471,478,1232,353,159,410,284,303
"ENSG00000040341.18",3348,5130,13855,1532,3304,1500,1329,1605,1909,1179
"ENSG00000040487.13",576,925,833,1601,1074,441,320,618,586,1190
"ENSG00000040531.16",684,1349,2024,822,914,1075,586,851,1021,1369
"ENSG00000040608.14",51,294,191,1054,1845,117,13,137,123,429
"ENSG00000040633.13",1846,3413,3397,3126,2175,1867,931,2045,3188,3552
"ENSG00000040731.10",2,0,1,0,0,0,3,6,40,17
"ENSG00000040933.16",1975,3961,2398,525,3848,1681,957,1261,1491,933
"ENSG00000041353.10",4808,7440,1905,1308,1121,2510,42,5538,3228,2094
"ENSG00000041357.16",7897,7989,5600,10885,6390,3207,2156,3384,4977,5679
"ENSG00000041515.16",119,11,132,28,58,111,508,26,36,128
"ENSG00000041802.11",3339,3536,4719,1917,4407,2007,977,1995,2545,1759
"ENSG00000041880.14",742,2788,1691,729,1405,1325,1250,1523,1495,2399
"ENSG00000041982.16",24456,6876,742,4318,5520,17910,562,16099,27308,20170
"ENSG00000041988.15",515,593,432,1199,450,486,1148,824,386,1226
"ENSG00000042062.13",229,989,47,79,107,752,786,45,456,344
"ENSG00000042088.14",1033,2086,1241,1058,2961,891,310,1133,1207,939
"ENSG00000042286.15",813,560,898,2188,885,3015,4884,963,1119,2886
"ENSG00000042304.12",2,3,0,3,0,4,5,0,0,0
"ENSG00000042317.17",429,956,436,230,820,564,387,526,528,689
"ENSG00000042429.12",309,312,259,188,146,197,117,221,228,283
"ENSG00000042445.14",5424,10855,8564,4070,3237,9045,22315,4933,6603,7530
"ENSG00000042493.16",6724,29380,5566,24104,22253,4116,2027,8771,9065,19571
"ENSG00000042753.12",2981,6570,2611,10140,3858,1738,1702,1892,2664,5119
"ENSG00000042781.14",9,22,39,10,9,9,21,16,10,7
"ENSG00000042813.8",0,0,4,0,2,0,2,2,0,11
"ENSG00000042832.12",37,65,39,16,23,10,23,23,21,17
"ENSG00000042980.13",356,554,480,124,548,429,14,498,659,445
"ENSG00000043039.7",709,1632,192,262,3186,3144,9,2525,6022,5768
"ENSG00000043093.15",3527,3586,4043,734,4935,1576,962,1552,1681,1051
"ENSG00000043143.20",2730,4688,4365,2766,3299,3554,2576,4403,3945,3042
"ENSG00000043355.12",127,225,2,24,232,2,1,3,7,8
"ENSG00000043462.13",1009,1036,1018,336,2084,827,308,635,1407,540
"ENSG00000043514.17",739,952,1255,1018,1278,1062,462,1075,1030,948
"ENSG00000043591.6",12,4,3,8,8,117,189,45,43,137
"ENSG00000044012.4",0,0,0,0,5,0,0,0,0,0
"ENSG00000044090.10",4357,3659,5136,2141,6501,2021,1356,2376,2583,3268
"ENSG00000044115.21",47774,48413,31463,15842,24489,19005,12067,20866,30632,23294
"ENSG00000044446.12",1435,2563,3532,902,747,1757,1415,1339,1349,902
"ENSG00000044459.15",972,332,3402,159,1583,587,450,348,755,284
"ENSG00000044524.11",305,72,475,81,174,248,403,66,278,57
"ENSG00000044574.8",37415,36161,28176,28550,83879,25046,9334,20891,38119,33129
"ENSG00000046604.13",6083,14020,8445,464,52861,10878,4939,10489,11600,5393
"ENSG00000046647.13",667,2508,2353,1419,420,1109,574,857,1053,1676
"ENSG00000046651.15",2383,4846,4840,1330,1396,2639,548,2684,3026,2827
"ENSG00000046653.15",671,265,185,254,3007,2607,275,3024,5413,4062
"ENSG00000046774.10",0,0,2,33,0,0,2,0,0,0
"ENSG00000046889.19",802,418,557,67,166,1677,1447,507,1037,325
"ENSG00000047056.16",2045,2984,2850,930,2115,1627,728,1719,1715,1572
"ENSG00000047188.16",3744,5006,5248,977,1561,2343,776,1893,2085,1194
"ENSG00000047230.15",3338,7410,5290,1835,2005,1777,672,1806,1618,1231
"ENSG00000047249.18",6496,3810,11490,7163,4496,2693,1403,2912,3445,3551
"ENSG00000047315.17",8332,10349,8540,1717,12633,4751,2513,4671,6017,3002
"ENSG00000047346.12",3259,4622,2490,605,584,3511,2533,2923,2852,1788
"ENSG00000047365.12",894,1476,983,89,1922,987,174,978,969,524
"ENSG00000047410.14",13679,27968,17220,2975,20359,7766,4073,7119,8932,3575
"ENSG00000047457.14",4764,695,25,11,8292,1990,102,1476,9507,1416
"ENSG00000047578.13",1913,6255,2530,1375,1936,1809,376,1590,1736,1674
"ENSG00000047579.20",1527,986,2073,1756,1573,757,544,1010,1352,1816
"ENSG00000047597.7",704,31,677,0,685,82,19,99,140,50
"ENSG00000047617.15",344,28,2319,21,348,359,228,186,163,78
"ENSG00000047621.12",1824,1291,2098,609,2481,894,355,774,948,699
"ENSG00000047634.15",274,101,101,71,125,564,1348,385,422,346
"ENSG00000047644.19",4452,5687,3714,1515,3467,3667,1348,3575,4360,3162
"ENSG00000047648.23",168,123,252,87,107,273,388,108,390,234
"ENSG00000047662.5",24,165,20,59,22,91,11,125,99,39
"ENSG00000047849.21",22314,18354,25698,16679,30995,16474,12904,11179,26613,16493
"ENSG00000047932.14",4024,3168,2343,1063,3014,2540,1364,2535,2465,1371
"ENSG00000047936.11",11,2,0,2,4,0,1,1,7,0
"ENSG00000048028.11",1527,4060,1342,399,2709,1288,520,1921,1102,1014
"ENSG00000048052.22",504,386,708,125,5583,600,1271,365,406,226
"ENSG00000048140.18",2492,4097,1502,4606,2535,1341,552,1329,2476,3374
"ENSG00000048162.21",523,622,660,1623,913,662,277,355,584,866
"ENSG00000048342.17",769,1554,1118,2800,1260,891,641,742,1631,941
"ENSG00000048392.12",14047,2965,7835,2020,1536,2441,995,1685,2203,1440
"ENSG00000048405.10",2042,2526,2809,323,1152,1222,657,1386,1275,812
"ENSG00000048462.11",5,4,0,3,19,71,2,81,55,174
"ENSG00000048471.14",4102,2883,1838,819,1611,2452,2220,1712,2879,1436
"ENSG00000048540.15",244,34,264,37,159,1134,4085,492,321,333
"ENSG00000048544.6",4850,2729,5560,2010,4811,1637,1500,1686,1903,1954
"ENSG00000048545.16",2,1,1,0,0,0,0,0,1,0
"ENSG00000048649.13",5251,7529,7071,1473,6303,3595,1837,3647,3569,1823
"ENSG00000048707.15",10640,5527,7578,1400,7341,7465,2952,6915,7482,3258
"ENSG00000048740.18",1766,741,704,339,3822,4002,6413,1602,5320,1708
"ENSG00000048828.17",11903,32252,18792,5780,16920,9175,6728,9721,11493,7264
"ENSG00000048991.16",1863,6480,3288,617,5534,1251,891,1138,1495,882
"ENSG00000049089.15",1478,506,1630,1471,564,1449,29,1544,1819,3645
"ENSG00000049130.16",15644,8297,18197,2035,431,2556,1393,2826,2962,974
"ENSG00000049167.15",573,797,751,210,358,468,424,474,531,443
"ENSG00000049192.15",184,101,58,115,87,67,57,11,78,17
"ENSG00000049239.13",8361,6350,4522,2632,7103,7948,10236,6020,10169,7558
"ENSG00000049245.13",7100,5464,4891,4430,5868,5864,7805,4504,7719,6806
"ENSG00000049246.14",1850,2878,2574,1171,2289,1026,1341,892,1461,1233
"ENSG00000049247.14",1,23,8,3,2,4,2,1,0,10
"ENSG00000049249.9",191,59,122,13,650,13,1,51,41,15
"ENSG00000049283.18",11649,3484,2388,5249,1450,451,4,1002,669,1039
"ENSG00000049323.16",10050,6200,1769,1123,10180,1841,1160,988,5101,1700
"ENSG00000049449.10",4751,2821,421,1529,4018,2010,1212,1611,3054,3008
"ENSG00000049540.18",5231,672,735,1167,174,4668,3836,699,10989,4018
"ENSG00000049541.11",1375,2383,1999,2512,2556,790,590,974,1250,1714
"ENSG00000049618.24",6084,9999,12565,1728,10315,6356,3413,6675,6891,3930
"ENSG00000049656.14",6624,6594,8979,10107,9212,4459,2516,4363,5613,7533
"ENSG00000049759.19",1676,5356,21038,3536,3719,5147,2002,7716,4999,4443
"ENSG00000049768.16",112,247,92,116,492,57,11,114,63,100
"ENSG00000049769.14",249,80,447,332,122,180,119,199,239,378
"ENSG00000049860.14",13516,7568,8010,5536,6479,4371,2652,4550,8179,6343
"ENSG00000049883.15",1602,1103,1472,466,535,706,625,731,485,517
"ENSG00000050030.16",1025,697,1892,4,107,170,81,226,138,83
"ENSG00000050130.18",2637,3492,3328,1801,1941,1804,1071,1659,2521,1771
"ENSG00000050165.18",7670,2267,1768,2813,734,8731,716,6516,12405,10013
"ENSG00000050327.15",787,2085,502,939,761,1186,241,1225,1564,2276
"ENSG00000050344.9",2314,516,534,185,2702,413,92,288,366,301
"ENSG00000050393.11",3908,2390,7225,2282,6287,1536,1005,1902,1673,1704
"ENSG00000050405.13",14927,16534,9685,2684,3871,9925,7263,9293,11217,6489
"ENSG00000050426.16",4103,3027,5204,2628,1342,3113,4392,3669,2840,3666
"ENSG00000050438.17",5002,4300,10808,244,182,163,25,762,617,641
"ENSG00000050555.19",507,39,85,293,2230,396,15,387,634,960
"ENSG00000050628.20",1146,1586,170,129,843,2985,9777,873,2316,2510
"ENSG00000050730.16",6,3,4,3,108,8,0,8,9,6
"ENSG00000050748.18",7292,8086,3697,2585,1885,1931,1441,2113,2641,1865
